Session3/sentences/MOCAP_head/Ses03F_impro01/Ses03F_impro01_M000.txt,Session3/sentences/wav/Ses03F_impro01/Ses03F_impro01_M000.wav,Session3/sentences/MOCAP_rotated/Ses03F_impro01/Ses03F_impro01_M000.txt,xxx,"[3.0000, 2.3333, 2.3333]"
Session3/sentences/MOCAP_head/Ses03F_impro01/Ses03F_impro01_M001.txt,Session3/sentences/wav/Ses03F_impro01/Ses03F_impro01_M001.wav,Session3/sentences/MOCAP_rotated/Ses03F_impro01/Ses03F_impro01_M001.txt,neu,"[2.6667, 2.3333, 2.0000]"
Session3/sentences/MOCAP_head/Ses03F_impro01/Ses03F_impro01_M002.txt,Session3/sentences/wav/Ses03F_impro01/Ses03F_impro01_M002.wav,Session3/sentences/MOCAP_rotated/Ses03F_impro01/Ses03F_impro01_M002.txt,neu,"[3.0000, 2.6667, 3.3333]"
Session3/sentences/MOCAP_head/Ses03F_impro01/Ses03F_impro01_M003.txt,Session3/sentences/wav/Ses03F_impro01/Ses03F_impro01_M003.wav,Session3/sentences/MOCAP_rotated/Ses03F_impro01/Ses03F_impro01_M003.txt,neu,"[3.0000, 3.0000, 3.0000]"
Session3/sentences/MOCAP_head/Ses03F_impro01/Ses03F_impro01_M004.txt,Session3/sentences/wav/Ses03F_impro01/Ses03F_impro01_M004.wav,Session3/sentences/MOCAP_rotated/Ses03F_impro01/Ses03F_impro01_M004.txt,neu,"[3.0000, 2.0000, 2.6667]"
Session3/sentences/MOCAP_head/Ses03F_impro01/Ses03F_impro01_M005.txt,Session3/sentences/wav/Ses03F_impro01/Ses03F_impro01_M005.wav,Session3/sentences/MOCAP_rotated/Ses03F_impro01/Ses03F_impro01_M005.txt,neu,"[3.0000, 2.6667, 2.6667]"
Session3/sentences/MOCAP_head/Ses03F_impro01/Ses03F_impro01_M006.txt,Session3/sentences/wav/Ses03F_impro01/Ses03F_impro01_M006.wav,Session3/sentences/MOCAP_rotated/Ses03F_impro01/Ses03F_impro01_M006.txt,fru,"[3.0000, 2.6667, 2.3333]"
Session3/sentences/MOCAP_head/Ses03F_impro01/Ses03F_impro01_M007.txt,Session3/sentences/wav/Ses03F_impro01/Ses03F_impro01_M007.wav,Session3/sentences/MOCAP_rotated/Ses03F_impro01/Ses03F_impro01_M007.txt,fru,"[2.3333, 3.6667, 3.6667]"
Session3/sentences/MOCAP_head/Ses03F_impro01/Ses03F_impro01_M008.txt,Session3/sentences/wav/Ses03F_impro01/Ses03F_impro01_M008.wav,Session3/sentences/MOCAP_rotated/Ses03F_impro01/Ses03F_impro01_M008.txt,fru,"[2.6667, 2.6667, 3.3333]"
Session3/sentences/MOCAP_head/Ses03F_impro01/Ses03F_impro01_M009.txt,Session3/sentences/wav/Ses03F_impro01/Ses03F_impro01_M009.wav,Session3/sentences/MOCAP_rotated/Ses03F_impro01/Ses03F_impro01_M009.txt,fru,"[3.0000, 3.3333, 3.3333]"
Session3/sentences/MOCAP_head/Ses03F_impro01/Ses03F_impro01_M010.txt,Session3/sentences/wav/Ses03F_impro01/Ses03F_impro01_M010.wav,Session3/sentences/MOCAP_rotated/Ses03F_impro01/Ses03F_impro01_M010.txt,xxx,"[2.6667, 2.3333, 3.6667]"
Session3/sentences/MOCAP_head/Ses03F_impro01/Ses03F_impro01_M011.txt,Session3/sentences/wav/Ses03F_impro01/Ses03F_impro01_M011.wav,Session3/sentences/MOCAP_rotated/Ses03F_impro01/Ses03F_impro01_M011.txt,xxx,"[2.0000, 3.6667, 4.3333]"
Session3/sentences/MOCAP_head/Ses03F_impro02/Ses03F_impro02_M000.txt,Session3/sentences/wav/Ses03F_impro02/Ses03F_impro02_M000.wav,Session3/sentences/MOCAP_rotated/Ses03F_impro02/Ses03F_impro02_M000.txt,neu,"[2.5000, 2.0000, 2.0000]"
Session3/sentences/MOCAP_head/Ses03F_impro02/Ses03F_impro02_M001.txt,Session3/sentences/wav/Ses03F_impro02/Ses03F_impro02_M001.wav,Session3/sentences/MOCAP_rotated/Ses03F_impro02/Ses03F_impro02_M001.txt,hap,"[4.0000, 2.5000, 2.5000]"
Session3/sentences/MOCAP_head/Ses03F_impro02/Ses03F_impro02_M002.txt,Session3/sentences/wav/Ses03F_impro02/Ses03F_impro02_M002.wav,Session3/sentences/MOCAP_rotated/Ses03F_impro02/Ses03F_impro02_M002.txt,xxx,"[3.5000, 2.5000, 1.5000]"
Session3/sentences/MOCAP_head/Ses03F_impro02/Ses03F_impro02_M003.txt,Session3/sentences/wav/Ses03F_impro02/Ses03F_impro02_M003.wav,Session3/sentences/MOCAP_rotated/Ses03F_impro02/Ses03F_impro02_M003.txt,xxx,"[4.0000, 2.0000, 1.5000]"
Session3/sentences/MOCAP_head/Ses03F_impro02/Ses03F_impro02_M004.txt,Session3/sentences/wav/Ses03F_impro02/Ses03F_impro02_M004.wav,Session3/sentences/MOCAP_rotated/Ses03F_impro02/Ses03F_impro02_M004.txt,sur,"[1.5000, 3.5000, 2.0000]"
